TICKER,DATE,YEARREPORT,NPL (3-5),PPOP,NIM,Loan yield
ABB,2018Q1,2018,,532795440137.0,,
ABB,2018Q2,2018,,309098559863.0,0.0265396315171214,
ABB,2018Q3,2018,,205546105756.0,0.0250380682541558,
ABB,2018Q4,2018,,239445740537.0,0.0226609080943888,
ABB,2019Q1,2019,,323380007106.0,0.0279480463200681,
ABB,2019Q2,2019,,518008992894.0,0.0335143680043081,
ABB,2019Q3,2019,,481284203101.0,0.0257732452056585,
ABB,2019Q4,2019,,474028785270.0,0.0267272744343835,
ABB,2020Q1,2020,,473649685715.0,0.0223829362564932,
ABB,2020Q2,2020,,388991314285.0,0.0242654144694508,
ABB,2020Q3,2020,,485718000000.0,0.0271503636084297,
ABB,2020Q4,2020,0.0209151539950981,567743000000.0,0.027119066413227,0.0952644464706722
ABB,2021Q1,2021,0.0204130417721744,599052000000.0,0.0267528160264516,0.0837113711542586
ABB,2021Q2,2021,0.0232302087762861,922230000000.0,0.029118182994225,0.0825555607298513
ABB,2021Q3,2021,0.0290894965441102,492850000000.0,0.0280071800489042,0.0800885147269393
ABB,2021Q4,2021,0.02062082541779,640374000000.0,0.0306099631658875,0.0803015966550313
ABB,2022Q1,2022,0.0231630277544141,619834000000.0,0.0275175039076203,0.0772209640920986
ABB,2022Q2,2022,0.0230336602355882,1257564000000.0,0.0313051796682031,0.0823808878277785
ABB,2022Q3,2022,0.0234554699519145,395414000000.0,0.0310000075645305,0.0866938101910682
ABB,2022Q4,2022,0.0288451431894481,203689000000.0,0.0303635383935958,0.0950528780724293
ABB,2023Q1,2023,0.0402514278013067,728518000000.0,0.0250401928081001,0.1019586251988742
ABB,2023Q2,2023,0.0454678582340033,764930000000.0,0.0223096358190149,0.1021314338215842
ABB,2023Q3,2023,0.0350618364085347,265361000000.0,0.0180294160332696,0.1024292721269845
ABB,2023Q4,2023,0.0291228912898523,314437000000.0,0.0178193794978715,0.0899526674085652
ABB,2024Q1,2024,0.0391951373381056,369326000000.0,0.0176745528300087,0.0812921992941584
ABB,2024Q2,2024,0.0354536989231298,794700000000.0,0.0221822479350818,0.0793346476606986
ABB,2024Q3,2024,0.0319747462207583,182316000000.0,0.0191534203424735,0.0711050791936823
ABB,2024Q4,2024,0.0373838281152773,751804000000.0,0.0202100152012544,0.0687486691959214
ABB,2025Q1,2025,0.0380366437593023,755857000000.0,0.0187488062188568,0.0717893674572147
ACB,2017Q1,2017,0.0108477756247849,1202109000000.0,,
ACB,2017Q2,2017,0.0110453848129813,1026563000000.0,0.0324016541833308,0.0908841984656702
ACB,2017Q3,2017,0.0103754494461488,1266690000000.0,0.033180226754319,0.0918281563580446
ACB,2017Q4,2017,0.0070019475033946,1726188000000.0,0.0358759718917082,0.0929106158034537
ACB,2018Q1,2018,0.006982051210411,1624093000000.0,0.0340571106808516,0.0922761805846737
ACB,2018Q2,2018,0.0078301263803846,1972215000000.0,0.0340309847014194,0.0924845578921363
ACB,2018Q3,2018,0.0083717675588131,1840235000000.0,0.0342794889289703,0.093044205768731
ACB,2018Q4,2018,0.007265857801955,1884439000000.0,0.0381849832586019,0.0988495750994496
ACB,2019Q1,2019,0.0068388712351095,1691233000000.0,0.0358579379357746,0.0942290093759094
ACB,2019Q2,2019,0.0066071196211844,2026495000000.0,0.035201348907041,0.0968906781200606
ACB,2019Q3,2019,0.0066568775623991,2005239000000.0,0.0354039988055553,0.0933163721804862
ACB,2019Q4,2019,0.0053939303382347,2066790000000.0,0.0372812427404878,0.1015032743936885
ACB,2020Q1,2020,0.0065218908411269,2017589000000.0,0.0367535047598825,0.1001042877807397
ACB,2020Q2,2020,0.0067612160658866,2334194000000.0,0.032730256627847,0.0952057459217772
ACB,2020Q3,2020,0.0083380313312201,2753568000000.0,0.0367174585435732,0.0955005574331219
ACB,2020Q4,2020,0.0059085333682009,3431690000000.0,0.0422344462173608,0.0959139063667093
ACB,2021Q1,2021,0.0091093300387849,3710080000000.0,0.0428628384126556,0.0911905351355058
ACB,2021Q2,2021,0.0068192233677478,4634679000000.0,0.0446178231510519,0.0917408553974639
ACB,2021Q3,2021,0.0083879805119177,3435685000000.0,0.0390386385366447,0.0880234148947542
ACB,2021Q4,2021,0.0077349185399042,3553777000000.0,0.0390368163098673,0.0850898506987659
ACB,2022Q1,2022,0.0082088867408392,4111162000000.0,0.0422047551111305,0.0856444513111798
ACB,2022Q2,2022,0.0075788630533019,4646996000000.0,0.042855374808244,0.0860905105457755
ACB,2022Q3,2022,0.0100834173084859,4565196000000.0,0.0448808940421408,0.0907222935663579
ACB,2022Q4,2022,0.0073600895421824,3861668000000.0,0.0454794795268774,0.0996695347399819
ACB,2023Q1,2023,0.0097327099088721,5412511000000.0,0.04201012227403,0.1085334577614339
ACB,2023Q2,2023,0.0106485042001954,5538340000000.0,0.0413289871265413,0.1095920258437462
ACB,2023Q3,2023,0.0120082695862068,5556164000000.0,0.0397929242687263,0.1019489215657999
ACB,2023Q4,2023,0.0120738364217697,5365215000000.0,0.0377060829090139,0.0910548349935904
ACB,2024Q1,2024,0.0145192622657422,5404530000000.0,0.038048535870759,0.0825229979535722
ACB,2024Q2,2024,0.0147640568297393,6186393000000.0,0.0388040142810301,0.0787850614971008
ACB,2024Q3,2024,0.0149131926934675,5202287000000.0,0.0362637595443812,0.0780445543669479
ACB,2024Q4,2024,0.0148955378740086,5818946000000.0,0.0351307727472898,0.0765297322331161
ACB,2025Q1,2025,0.0147699254502627,5222736000000.0,0.0294899368080169,0.0726115037001425
BID,2017Q1,2017,0.021424209232456,4625261000000.0,,
BID,2017Q2,2017,0.0191981468233509,5399045000000.0,0.0276268518903094,0.0800980570814732
BID,2017Q3,2017,0.0208276143802374,7417859000000.0,0.0329962826259367,0.0877690096688578
BID,2017Q4,2017,0.0161085996434429,6273667000000.0,0.0280031915170057,0.0830174056865269
BID,2018Q1,2018,0.0161696317075464,8498707000000.0,0.0308189815654994,0.0851901617082799
BID,2018Q2,2018,0.0148937174497222,6497277000000.0,0.0271866705965206,0.0813482167917351
BID,2018Q3,2018,0.0175917274410321,6623516000000.0,0.0261989928515299,0.0782849737479148
BID,2018Q4,2018,0.016887837655159,6746638000000.0,0.0295170561588655,0.0814008334146649
BID,2019Q1,2019,0.0174496801474765,7707286000000.0,0.0262925705670463,0.0791649754688482
BID,2019Q2,2019,0.0198311041015832,7747385000000.0,0.0270880813601888,0.0820184378835971
BID,2019Q3,2019,0.0209001094586355,8075165000000.0,0.0252695625540088,0.0810633188947552
BID,2019Q4,2019,0.0174146984866293,7355440000000.0,0.0268854900058751,0.0832793688345697
BID,2020Q1,2020,0.0174487877795825,7854907000000.0,0.0254923746264744,0.0817095500848786
BID,2020Q2,2020,0.0199869082226644,6865085000000.0,0.0196376363204059,0.0712709059427317
BID,2020Q3,2020,0.0196668064510887,8461174000000.0,0.0256603039076149,0.0752409909327816
BID,2020Q4,2020,0.0175759060878074,9157568000000.0,0.0289256847578576,0.0796072568964765
BID,2021Q1,2021,0.0176444119869363,10568543000000.0,0.0287073580397361,0.0680346020741455
BID,2021Q2,2021,0.0163215493373709,13183408000000.0,0.0327956731628167,0.0750408396376396
BID,2021Q3,2021,0.0161308163838664,10175969000000.0,0.0297119915815568,0.0697964652925061
BID,2021Q4,2021,0.0097773873001228,9105958000000.0,0.0254760686419271,0.067973688027607
BID,2022Q1,2022,0.0096839735095827,11904773000000.0,0.0286822620958735,0.0688918644045189
BID,2022Q2,2022,0.0102934544737227,12935853000000.0,0.0307572470198346,0.0717058362310569
BID,2022Q3,2022,0.0134625499724274,12102329000000.0,0.0282109821292845,0.0725799448997444
BID,2022Q4,2022,0.0115767320679016,10102328000000.0,0.028179410945343,0.0794952423052589
BID,2023Q1,2023,0.0154835133732696,12446625000000.0,0.0266877091883821,0.0852382664255972
BID,2023Q2,2023,0.0159448771025918,10883519000000.0,0.0259011157976579,0.086285425267881
BID,2023Q3,2023,0.0159628255003723,11842405000000.0,0.0262307751763655,0.0828007454146588
BID,2023Q4,2023,0.0125047562254762,12771787000000.0,0.0271845217013959,0.0770545027254233
BID,2024Q1,2024,0.0150506755994614,11778628000000.0,0.0237441514863314,0.0664271442575239
BID,2024Q2,2024,0.0152364283665446,13516271000000.0,0.0249893310131827,0.0647152562500518
BID,2024Q3,2024,0.017093902625694,10951408000000.0,0.022453222319919,0.0609750463976897
BID,2024Q4,2024,0.0141217991640626,16847742000000.0,0.0238503667834562,0.0630698087398805
BID,2025Q1,2025,0.018938099674508,11991592000000.0,0.0201680493694069,0.0586105399130568
CTG,2017Q1,2017,0.0113468220867543,4608799000000.0,,
CTG,2017Q2,2017,0.0116707736621265,5048339000000.0,0.0300776603214813,0.0709310294728795
CTG,2017Q3,2017,0.0120736274249783,4238157000000.0,0.0254196883800191,0.0677649151706217
CTG,2017Q4,2017,0.0113306757298582,3654786000000.0,0.02753264931992,0.0728010331204773
CTG,2018Q1,2018,0.0124593979185753,5379090000000.0,0.0272736508385463,0.0689998123583827
CTG,2018Q2,2018,0.0129417343870051,4838720000000.0,0.0266484542827913,0.0721171057930947
CTG,2018Q3,2018,0.013601479623749,5708269000000.0,0.0269881228248738,0.0743221775361923
CTG,2018Q4,2018,0.0156286420025405,-1564592000000.0,0.0009370097562849,0.0730926738731946
CTG,2019Q1,2019,0.0185266804497916,6394473000000.0,0.0284424175310534,0.0776832218373359
CTG,2019Q2,2019,0.0146911520439154,6320879000000.0,0.0291858850771424,0.0802073025776876
CTG,2019Q3,2019,0.0156451586743176,6623182000000.0,0.0288049086260182,0.0817167977708196
CTG,2019Q4,2019,0.0115617950689144,5443687000000.0,0.0292955203350653,0.0832314257120212
CTG,2020Q1,2020,0.0183158017245236,7367195000000.0,0.0281450385683646,0.0807218436715026
CTG,2020Q2,2020,0.0169659327317862,6692971000000.0,0.0261472739062624,0.0758573612369162
CTG,2020Q3,2020,0.018736153709319,7762170000000.0,0.0299999835018398,0.0769731796992753
CTG,2020Q4,2020,0.0093753462840826,7396185000000.0,0.0326771391498716,0.0757370376812864
CTG,2021Q1,2021,0.0088026238338304,9410324000000.0,0.0328713184348182,0.0734543556304699
CTG,2021Q2,2021,0.0134470214225278,9896321000000.0,0.0320186844394555,0.0722590857595982
CTG,2021Q3,2021,0.0166857646653614,8608540000000.0,0.0279688192421256,0.0677118546579763
CTG,2021Q4,2021,0.0126478046136783,8055307000000.0,0.0288513427220779,0.0690125006814113
CTG,2022Q1,2022,0.0124608038839645,10249179000000.0,0.0262063830232657,0.0665638981793542
CTG,2022Q2,2022,0.0134650505737953,11668335000000.0,0.0296122215050186,0.0723998103098186
CTG,2022Q3,2022,0.0141754005046702,12477190000000.0,0.0311556474035397,0.0778697672977481
CTG,2022Q4,2022,0.0123906032416019,10881891000000.0,0.0300842520340808,0.0849094747852669
CTG,2023Q1,2023,0.0127787015983078,12704156000000.0,0.0289932690797566,0.0890649671555557
CTG,2023Q2,2023,0.0127332099381501,13028549000000.0,0.0285569469171452,0.0898645105413548
CTG,2023Q3,2023,0.0136630096588902,12311275000000.0,0.0286856832938487,0.0853017864906551
CTG,2023Q4,2023,0.0112725376030911,12171223000000.0,0.0305230993646914,0.0807172903656287
CTG,2024Q1,2024,0.01347163070126,14259441000000.0,0.0302795827396315,0.0724751271030785
CTG,2024Q2,2024,0.0156826496233236,14566685000000.0,0.0296009396863309,0.0683444400402644
CTG,2024Q3,2024,0.0144669849041408,15821343000000.0,0.0289160118903044,0.0676628721716543
CTG,2024Q4,2024,0.0121895000079543,14715285000000.0,0.0286911381427154,0.0665219400811066
CTG,2025Q1,2025,0.0155355846705692,14934160000000.0,0.025833832903613,0.0630665523061537
EIB,2017Q1,2017,0.0299550764672578,303450000000.0,,
EIB,2017Q2,2017,0.0289452743653502,352175000000.0,0.0218163808178098,0.0835004650707397
EIB,2017Q3,2017,0.0245998417087473,287735000000.0,0.0187795485736192,0.0825330225084462
EIB,2017Q4,2017,0.0226838908815659,678795000000.0,0.0205499363158428,0.0831840916628538
EIB,2018Q1,2018,0.0232055257641704,711638000000.0,0.019253260424118,0.0809361624024135
EIB,2018Q2,2018,0.0219881912519167,381231000000.0,0.0242792631020644,0.0887591994055237
EIB,2018Q3,2018,0.0206709599285414,365559000000.0,0.0230091351662618,0.0899833344858019
EIB,2018Q4,2018,0.0184282570067315,92246000000.0,0.0251131651365746,0.0936489237642993
EIB,2019Q1,2019,0.0187619576853779,343401000000.0,0.0229086946311405,0.0894290411993618
EIB,2019Q2,2019,0.0176935044040034,375833000000.0,0.0228865865096793,0.0953651715716882
EIB,2019Q3,2019,0.0170638623906662,483307000000.0,0.0205174399407264,0.0978397089006223
EIB,2019Q4,2019,0.0170692203469854,583000000000.0,0.0206213627981505,0.0970208762764685
EIB,2020Q1,2020,0.0185339089942797,422492000000.0,0.0219071485993748,0.0960198741217265
EIB,2020Q2,2020,0.0208369955558974,349571000000.0,0.0208915223533921,0.0911641341922852
EIB,2020Q3,2020,0.0245924059734163,598654000000.0,0.023532865633745,0.0945236120972635
EIB,2020Q4,2020,0.0251515356066623,636186000000.0,0.0229942021727087,0.0936585693005257
EIB,2021Q1,2021,0.0231053372771905,532782000000.0,0.0212203240208642,0.0865316587556109
EIB,2021Q2,2021,0.0201096727119549,462941000000.0,0.0251361343638053,0.0911990801766629
EIB,2021Q3,2021,0.0218405761687062,473154000000.0,0.0187743051317504,0.0826506024301364
EIB,2021Q4,2021,0.019597150651369,726313000000.0,0.0250568696215317,0.0841761833132819
EIB,2022Q1,2022,0.0197535568022496,967369000000.0,0.0306519655912651,0.0825543029190314
EIB,2022Q2,2022,0.0188199185475511,1223643000000.0,0.0339394624448089,0.0876341850873615
EIB,2022Q3,2022,0.0189592932212762,981777000000.0,0.034535862740292,0.0898366483797886
EIB,2022Q4,2022,0.0179812954253446,639867000000.0,0.0323549308469877,0.0934190837448783
EIB,2023Q1,2023,0.023427983088922,962801000000.0,0.0278979928235665,0.1005977887710417
EIB,2023Q2,2023,0.0274969073532327,712316000000.0,0.0243430217622835,0.1048994633732589
EIB,2023Q3,2023,0.026422127012346,476953000000.0,0.0189108837045989,0.0985892025689064
EIB,2023Q4,2023,0.0265353403490652,1261955000000.0,0.0295115118538618,0.097588477821018
EIB,2024Q1,2024,0.0285930472023461,942575000000.0,0.0277875666354394,0.0796683176896281
EIB,2024Q2,2024,0.026446312732773,1033855000000.0,0.0301555549546106,0.0753358090110994
EIB,2024Q3,2024,0.0270737998206083,1105634000000.0,0.0291797607037753,0.0722898606524357
EIB,2024Q4,2024,0.0253144719045176,2075425000000.0,0.0270557132270303,0.0718149665380398
EIB,2025Q1,2025,0.0258528296887968,958592000000.0,0.0228517045943353,0.0685785210797972
EVF,2017Q1,2017,0.0282866508985723,131124000000.0,,
EVF,2017Q2,2017,,56091000000.0,-0.0170701611161019,
EVF,2017Q3,2017,,113878000000.0,0.016082830349217,
EVF,2017Q4,2017,,230072000000.0,0.0295297289626791,
EVF,2018Q1,2018,,99872000000.0,0.0218884447249292,
EVF,2018Q2,2018,0.0450576895639228,34598000000.0,0.006677196711045,0.0
EVF,2018Q3,2018,0.0450806626133321,71154000000.0,0.0228073828900294,0.0814464934579976
EVF,2018Q4,2018,0.0376506519318736,69370000000.0,0.0264329334390977,0.0827550059747745
EVF,2019Q1,2019,0.0378257081790133,60781000000.0,0.0239621225883438,0.0825575807597514
EVF,2019Q2,2019,0.0449244170860015,71109000000.0,0.0255344214565651,0.082723730080686
EVF,2019Q3,2019,0.0463980012674775,140171000000.0,0.033719601004392,0.104001772402482
EVF,2019Q4,2019,0.0349550335659509,113489000000.0,0.036211025126365,0.1139232182398245
EVF,2020Q1,2020,0.0438329774953939,156074000000.0,0.0355136344189534,0.149744588471873
EVF,2020Q2,2020,0.0316470404131293,153480000000.0,0.0305640531601915,0.0522707213383334
EVF,2020Q3,2020,0.0351833709632368,141191000000.0,0.0288020300571352,0.1022372484576746
EVF,2020Q4,2020,0.0246482376867084,602643000000.0,0.1059538778406577,0.0913599598990215
EVF,2021Q1,2021,0.0279712197399667,154786000000.0,0.0284844507254183,0.0946332902120627
EVF,2021Q2,2021,0.0247850034061163,304301000000.0,0.024451058506976,0.0950183993915347
EVF,2021Q3,2021,0.0261014941961412,154176000000.0,0.0313593596099498,0.1057898728668177
EVF,2021Q4,2021,0.0259283200417045,306141000000.0,0.0285184823038654,0.1071745172802147
EVF,2022Q1,2022,0.0193685503920945,208381000000.0,0.0329023142765465,0.115849731329415
EVF,2022Q2,2022,0.0232946428019413,169176000000.0,0.0300489120735786,0.1174637766828901
EVF,2022Q3,2022,0.0211563851139076,165764000000.0,0.0215202365109188,0.1135945457753154
EVF,2022Q4,2022,0.0222497456939618,273505000000.0,0.0223100101301484,0.1294422197406794
EVF,2023Q1,2023,0.0242041700899391,146836000000.0,0.0079276991238494,0.1256574854505371
EVF,2023Q2,2023,0.0113810783743739,300389000000.0,0.0053654087213219,0.1175576459834528
EVF,2023Q3,2023,0.0140276437755933,187441000000.0,0.0236609620081986,0.1338898158623342
EVF,2023Q4,2023,0.012969748390237,162013000000.0,0.026761622143077,0.132960130093285
EVF,2024Q1,2024,0.0156626396170503,314487000000.0,0.0328540446843148,0.1332540399192646
EVF,2024Q2,2024,0.0071290534343203,491399000000.0,0.0333508787045226,0.1163490858558098
EVF,2024Q3,2024,0.007633458609742,264383000000.0,0.0328466495430801,0.1075849360670763
EVF,2024Q4,2024,0.0078613366985889,278810000000.0,0.0227379749797907,0.0882101652272985
EVF,2025Q1,2025,0.0165812718291799,372631000000.0,0.0312104251331303,0.1005263285378436
BVB,2018Q1,2018,,86736000000.0,,
BVB,2018Q2,2018,,89592000000.0,0.0249917167972494,
BVB,2018Q3,2018,,110887000000.0,0.0167663988428111,
BVB,2018Q4,2018,,-43649000000.0,0.0205468051695216,
BVB,2019Q1,2019,,18945000000.0,0.0177133563350409,
BVB,2019Q2,2019,,74867000000.0,0.0215697475536649,
BVB,2019Q3,2019,,99946000000.0,0.0249134775904892,
BVB,2019Q4,2019,,74765000000.0,0.021125270850899,
BVB,2020Q1,2020,0.0288867376573088,202076000000.0,0.025447397409511,0.1200682956979388
BVB,2020Q2,2020,0.0309512677469423,48183000000.0,0.0168792870910442,0.1065346147589906
BVB,2020Q3,2020,0.0298354223734976,138583000000.0,0.0220881988424798,0.1064061338344705
BVB,2020Q4,2020,0.0279063011293508,159548000000.0,0.0230989815191876,0.1056403598089858
BVB,2021Q1,2021,0.0283043379070326,151852000000.0,0.0227209702491408,0.1005457344652116
BVB,2021Q2,2021,0.0280896081154737,256387000000.0,0.0275851576172255,0.100785623865671
BVB,2021Q3,2021,0.0293895660506333,220130000000.0,0.0216598145109205,0.0968080301520758
BVB,2021Q4,2021,0.0253491894613866,53510000000.0,0.0212311457870376,0.0960385321109163
BVB,2022Q1,2022,0.0242382713043065,169189000000.0,0.0228351923263332,0.0973018021299188
BVB,2022Q2,2022,0.0273055505646314,246663000000.0,0.0233258256228682,0.0967558749475346
BVB,2022Q3,2022,0.0280227038261218,130333000000.0,0.0244295414708219,0.0999914870335791
BVB,2022Q4,2022,0.0278917816356035,134215000000.0,0.0211113646701957,0.1051021991181339
BVB,2023Q1,2023,0.0292551566898687,63261000000.0,0.0153772845886657,0.1149344292672474
BVB,2023Q2,2023,0.0438314278245826,73757000000.0,0.0194430121164836,0.1214893313359195
BVB,2023Q3,2023,0.0355813381719487,65518000000.0,0.0203494519635722,0.1201005294454764
BVB,2023Q4,2023,0.033142575089669,145585000000.0,0.0210519717925581,0.1102782471919081
BVB,2024Q1,2024,0.0390696583472037,175479000000.0,0.0233011044918615,0.0977471555783048
BVB,2024Q2,2024,0.0377419246569825,285927000000.0,0.0267990561728769,0.0908354993091499
BVB,2024Q3,2024,0.0465378611073337,169666000000.0,0.0233230495514778,0.0858484137246499
BVB,2024Q4,2024,0.0308539772358557,371355000000.0,0.031453552042348,0.0997054076183816
BVB,2025Q1,2025,0.0343414869516568,223906000000.0,0.0198285618802663,0.0864309635070703
HDB,2017Q1,2017,0.0150550543298329,592603000000.0,,
HDB,2017Q2,2017,0.015968311331233,722112000000.0,0.0353404030588793,0.1147502644552384
HDB,2017Q3,2017,0.0158648541502783,1350145000000.0,0.046107293577611,0.1215117705453654
